city,region,country,lat,lon,continent
Haldwani,Uttarakhand,India,29.217,79.517,Asia
Abomey-Calavi,Zou,Benin,6.45,2.35,Africa
Victoria De Durango,Durango,Mexico,24.02,-104.658,America
Dairut,Asyut,Egypt,27.5586,30.8078,Africa
Denizli,Denizli,Turkey,37.774,29.088,Europe
Maturin,Monagas,Venezuela,9.75,-63.177,America
Chisinau,Gagauzia,Moldova,47.006,28.858,Europe
Tallinn,Harjumaa,Estonia,59.434,24.728,Europe
Las Palmas,Canarias,Spain,28.1,-15.417,Atlantic
Benghazi,Banghazi,Libya,32.117,20.067,Africa
Palermo,Sicilia,Italy,38.117,13.367,Europe
Glasgow,Glasgow City,United Kingdom,55.862,-4.247,Europe
Tynne,Rivnens'ka Oblast',Ukraine,50.6,26.2,Europe
Иркутск,Irkutsk,Russia,52.267,104.333,Asia
Барнаул,Altaisky krai,Russia,53.356,83.752,Asia
Jos,Plateau,Nigeria,9.917,8.9,Africa
Talkha,Ad Daqahliyah,Egypt,31.053,31.374,Africa
Leipzig,Sachsen,Germany,51.3,12.333,Europe
Ижевск,Udmurt,Russia,56.85,53.233,Europe
Arusha,Arusha,Tanzania,-3.367,36.683,Africa
Хабаровск,Khabarovsk,Russia,48.5,135.1,Asia
Qandahar,Kandahar,Afghanistan,31.613,65.709,Asia
Ульяновск,Ul'yanovsk,Russia,54.333,48.4,Europe
Jambi City,Jambi,Indonesia,-1.6,103.617,Asia
Kuantan,Pahang,Malaysia,3.8,103.333,Asia
Tucuman,Tucuman,Argentina,-26.817,-65.217,America
Riga,Riga,Latvia,56.95,24.1,Europe
Malanje,Malanje,Angola,-9.545,16.345,Africa
Djibouti,Ali Sabieh,Djibouti,11.595,43.148,Africa
Bacolod,Bacolod,Philippines,10.666,122.95,Asia
Garoua,Nord,Cameroon,9.3,13.4,Africa
Bamenda,Nord-Ouest,Cameroon,5.933,10.167,Africa
Bafoussam,Ouest,Cameroon,5.467,10.417,Africa
Haifa,Hefa,Israel,32.816,34.989,Asia
Tunis,Gabes,Tunisia,36.803,10.18,Africa
Urfa,Sanliurfa,Turkey,37.151,38.793,Europe
Dis,Hadramawt,Yemen,14.5333,49.1333,Asia
Kagoshima-Shi,Kagoshima,Japan,31.56,130.558,Asia
Dublin,Dublin,Ireland,53.333,-6.249,Europe
El Mahalla El Kubra,Al Gharbiyah,Egypt,30.976,31.167,Africa
Владивосток,Primor'ye,Russia,43.133,131.9,Asia
Pereira,Risaralda,Colombia,4.813,-75.696,America
Sederot,HaDarom,Israel,31.517,34.583,Asia
Asgharabad,Sistan va Baluchestan,Iran,29.5075,60.8711,Asia
Vilnius,Vilniaus Apskritis,Lithuania,54.683,25.317,Europe
Half Way Tree,Saint Andrew,Jamaica,18.0,-76.8,America
Qal`At Al Mafraq,Al Mafraq,Jordan,32.35,36.2,Asia
Tuxtla Gutierrez,Chiapas,Mexico,16.755,-93.115,America
Bremen,Bremen,Germany,53.083,8.8,Europe
Iloilo,Iloilo City,Philippines,10.697,122.564,Asia
Kahramanmaras,Kahramanmaras,Turkey,37.588,36.932,Europe
El Darawiya,Al Buhayrah,Egypt,31.0833,30.3167,Africa
Irbid,Irbid,Jordan,32.556,35.85,Asia
Macau,Ilhas,Macau,22.2,113.55,Asia
Ярославль,Yaroslavl',Russia,57.617,39.867,Europe
Des Moines,Iowa,United States of America,41.601,-93.609,America
Genoa,Liguria,Italy,44.417,8.95,Europe
Herat,Herat,Afghanistan,34.347,62.198,Asia
Uyo,Akwa Ibom,Nigeria,5.05,7.933,Africa
Santa Rosa,Lambayeque,Peru,-6.767,-79.833,America
Brunswick,Niedersachsen,Germany,52.267,10.533,Europe
Palma,Islas Baleares,Spain,39.567,2.65,Europe
Rustenburg,North-West,South Africa,-25.669,27.243,Africa
Lisbon,Lisboa,Portugal,38.717,-9.133,Europe
Akhiar,Sevastopol',Ukraine,44.6,33.5333,Europe
Manchester,Greater Manchester,United Kingdom,53.483,-2.25,Europe
Ibague,Tolima,Colombia,4.439,-75.232,America
Томск,Tomsk,Russia,56.5,84.967,Asia
Sungai Petani,Kedah,Malaysia,5.65,100.5,Asia
Кемерово,Kemerovo,Russia,55.333,86.083,Asia
Valledupar,Cesar,Colombia,10.477,-73.251,America
San Pedro,Laguna,Philippines,14.365,121.056,Asia
Heroica Matamoros,Tamaulipas,Mexico,25.88,-97.504,America
Mbeya,Mbeya,Tanzania,-8.9,33.45,Africa
An Nasiriya,Dhi Qar,Iraq,31.0542,46.2594,Asia
Hilah,Babil,Iraq,32.4794,44.4328,Asia
Al Junaynah,Darfur,Sudan,13.45,22.45,Africa
Пригородный,Orenburg,Russia,51.783,55.117,Asia
Leeds,West Yorkshire,United Kingdom,53.806,-1.538,Europe
Kassala,Ash Sharqiyah,Sudan,15.456,36.399,Africa
Salta,Salta,Argentina,-24.783,-65.417,America
Beira,Sofala,Mozambique,-19.844,34.839,Africa
Балашиха,Moskva,Russia,55.803,37.949,Europe
Yazd,Yazd,Iran,31.897,54.368,Asia
Ardabil,Ardabil,Iran,38.25,48.293,Asia
Touba,Diourbel,Senegal,14.85,-15.883,Africa
Gumrun,Hormozgan,Iran,27.1865,56.2808,Asia
Van,Van,Turkey,38.494,43.38,Europe
Port Said,Bur Sa'id,Egypt,31.267,32.3,Africa
Agartala,Tripura,India,23.836,91.275,Asia
Arak,Markazi,Iran,34.086,49.684,Asia
Lyon,Rhone-Alpes,France,45.75,4.85,Europe
Ryazan,Ryazan',Russia,54.62,39.74,Europe
Utsunomiya-Shi,Tochigi,Japan,36.566,139.884,Asia
Sheffield,South Yorkshire,United Kingdom,53.383,-1.468,Europe
Suez,As Suways,Egypt,29.967,32.55,Africa
Aktas,Qaraghandy,Kazakhstan,49.779,72.961,Asia
Santa Marta,Magdalena Department,Colombia,11.247,-74.202,America
El Balyana,Suhaj,Egypt,26.239,32.003,Africa
Samarkand,Samarqand,Uzbekistan,39.654,66.96,Asia
Liverpool,Merseyside,United Kingdom,53.417,-2.942,Europe
Macapa,Amapa,Brazil,0.033,-51.05,America
Benguela,Benguela,Angola,-12.578,13.407,Africa
Kuito,Bie,Angola,-12.383,16.933,Africa
Beba,Bani Suwayf,Egypt,28.925,30.983,Africa
Toulouse,Midi-Pyrenees,France,43.6,1.433,Europe
Saiyid Abbas,Maysan,Iraq,31.8333,47.15,Asia
Cadaadoo,Galguduud,Somalia,6.15,46.6333,Africa
Matsuyama,Ehime,Japan,33.839,132.766,Asia
Wichita,Kansas,United States of America,37.692,-97.337,America
Gomel,Homyel'skaya Voblasts',Belarus,52.442,30.983,Europe
Farah,Farah,Afghanistan,32.374,62.116,Asia
Al Fashir,Al Wusta,Sudan,13.6333,25.35,Africa
Lapu-Lapu,Lapu-Lapu,Philippines,10.31,123.949,Asia
Johor Bahru,Johor,Malaysia,1.467,103.75,Asia
Липецк,Lipetsk,Russia,52.619,39.569,Europe
Чебоксары,Chuvashia,Russia,56.132,47.252,Europe
Nyala,Al Istiwa'iyah,Sudan,12.05,24.8833,Africa
Bissau,Bissau,Guinea-Bissau,11.85,-15.583,Africa
Accra,Greater Accra,Ghana,5.55,-0.217,Africa
Kota Bahru,Kelantan,Malaysia,6.133,102.25,Asia
Калининград,Kaliningrad,Russia,54.71,20.5,Europe
Пенза,Penza,Russia,53.196,45.0,Europe
Edinburgh,City of Edinburgh,United Kingdom,55.949,-3.163,Europe
Malatya,Malatya,Turkey,38.353,38.312,Europe
Garoowe,Nugaal,Somalia,8.4,48.5,Africa
Cuiaba,Mato Grosso,Brazil,-15.583,-56.083,America
Qal`At Az Zarqa',Az Zarqa,Jordan,32.0833,36.1,Asia
Asuncion,Central,Paraguay,-25.267,-57.667,America
Bratislava,Bratislava,Slovakia,48.15,17.117,Europe
Oita,Oita,Japan,33.238,131.613,Asia
Worthing,West Sussex,United Kingdom,50.82,-0.39,Europe
Piura,Piura,Peru,-5.2,-80.633,America
Vila Velha,Espirito Santo,Brazil,-20.333,-40.283,America
Киров,Kirov,Russia,58.597,49.658,Europe
Morogoro,Morogoro,Tanzania,-6.817,37.667,Africa
San Juan,San Juan,Argentina,-31.538,-68.536,America
Peresadovka,Mykolayivs'ka Oblast',Ukraine,46.9833,32.0,Europe
Mazar-E Sharif,Balkh,Afghanistan,36.7069,67.1122,Asia
Bakuba,Diyala,Iraq,33.75,44.6411,Asia
Ramat Gan,Tel Aviv,Israel,32.081,34.814,Asia
Little Rock,Arkansas,United States of America,34.746,-92.289,America
Buraydah,Al Qasim,Saudi Arabia,26.332,43.972,Asia
Kupang,East Nusa Tenggara,Indonesia,-10.172,123.608,Asia
Тула,Tula,Russia,54.204,37.611,Europe
Nakhon Ratchasima,Nakhon Ratchasima,Thailand,14.967,102.117,Asia
Астрахань,Astrakhan',Russia,46.349,48.049,Europe
Leicester,Leicestershire,United Kingdom,52.635,-1.137,Europe
Angeles,Angeles,Philippines,15.136,120.591,Asia
Kanazawa-Shi,Ishikawa,Japan,36.594,136.626,Asia
Manado,North Sulawesi,Indonesia,1.482,124.849,Asia
Juba,Central Equatoria State,Sudan,4.85,31.617,Africa
Rodajah,Al Ghaydah,Yemen,13.5833,44.0333,Asia
Kikwit,Bandundu,Democratic Republic of Congo,-5.039,18.818,Africa
Malanday,Rizal,Philippines,14.646,121.095,Asia
Malacca,Melaka,Malaysia,2.197,102.248,Asia
Manizales,Caldas Department,Colombia,5.07,-75.521,America
Kahama,Shinyanga,Tanzania,-3.833,32.6,Africa
Batman,Batman,Turkey,37.883,41.121,Europe
Kota Kinabalu,Sabah,Malaysia,5.983,116.067,Asia
Stavropol,Stavropol',Russia,45.043,41.973,Europe
Vapi,Daman and Diu,India,20.367,72.9,Asia
Garden City,Idaho,United States of America,43.622,-116.237,America
Constantine,Constantine,Algeria,36.365,6.615,Africa
Matadi,Bas-Congo,Democratic Republic of Congo,-5.817,13.45,Africa
Zebediela Estates,Limpopo,South Africa,-24.3,29.25,Africa
Ado-Ekiti,Ekiti,Nigeria,7.633,5.217,Africa
Santiago De Cuba,Santiago de Cuba,Cuba,20.025,-75.822,America
Praya,West Nusa Tenggara,Indonesia,-8.705,116.27,Asia
Korhogo,Savanes,Cote d'Ivoire,9.45,-5.633,Africa
Halifax,Nova Scotia,Canada,44.65,-63.6,America
Улан-Удэ,Buryat,Russia,51.833,107.617,Asia
Курск,Kursk,Russia,51.73,36.194,Europe
Windhoek,Windhoek,Namibia,-22.572,17.082,Africa
Joinville,Santa Catarina,Brazil,-26.3,-48.833,America
Ismailia,Al Isma'iliyah,Egypt,30.583,32.267,Africa
Cusco,Cusco,Peru,-13.518,-71.978,America
Veracruz,Veracruz-Llave,Mexico,19.181,-96.143,America
Sokoto,Sokoto,Nigeria,13.051,5.231,Africa
Aomori Shi,Aomori,Japan,40.824,140.74,Asia
Tepic,Nayarit,Mexico,21.501,-104.889,America
Aves,Porto,Portugal,41.367,-8.4,Europe
Тверь,Tver',Russia,56.862,35.893,Europe
Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.783,110.361,Asia
Skopje,Karpos,Macedonia,42.0,21.433,Europe
Daloa,Haut-Sassandra,Cote d'Ivoire,6.875,-6.452,Africa
Pa-An,Karan State,Myanmar,16.8906,97.6333,Asia
Ugep,Nassarawa,Nigeria,5.8,8.083,Africa
Seremban,Negeri Sembilan,Malaysia,2.717,101.933,Asia
Tirana,Tirane,Albania,41.328,19.819,Europe
Takamatsu-Shi,Kagawa,Japan,34.34,134.043,Asia
Ajdabiya,Ajdabiya,Libya,30.759,20.223,Africa
Callao,Callao,Peru,-12.067,-77.15,America
Boa Vista,Roraima,Brazil,2.817,-60.667,America
Banjul,Banjul,Gambia,13.453,-16.578,Africa
Jayapura,Papua,Indonesia,-2.534,140.718,Asia
Toyama-Shi,Toyama,Japan,36.695,137.211,Asia
Sanandaj,Kordestan,Iran,35.314,46.992,Asia
Khon Kaen,Khon Kaen,Thailand,16.433,102.833,Asia
Pasto,Narino,Colombia,1.214,-77.281,America
Kisumu,Nyanza,Kenya,-0.1,34.75,Africa
Gebze,Kocaeli,Turkey,40.798,29.431,Europe
Hat Yai,Songkhla,Thailand,7.017,100.467,Asia
Cumana,Sucre,Venezuela,10.467,-64.167,America
Nagasaki-Shi,Nagasaki,Japan,32.745,129.874,Asia
Al Hudaydah,Al Hudaydah,Yemen,14.7978,42.9522,Asia
Brno,Jihomoravsky kraj,Czech Republic,49.2,16.633,Europe
Oskemen,East Kazakhstan,Kazakhstan,49.979,82.61,Asia
Gifu-Shi,Gifu,Japan,35.423,136.76,Asia
Monteria,Cordoba,Colombia,8.758,-75.89,America
Antakya,Hatay,Turkey,36.199,36.161,Europe
Rozkishne,Luhans'ka Oblast',Ukraine,48.492,39.275,Europe
Miyazaki-Shi,Miyazaki,Japan,31.911,131.424,Asia
Barinas,Barinas,Venezuela,8.629,-70.207,America
Сургут,Khanty-Mansiy,Russia,61.25,73.417,Asia
Betsiboka,Mahajanga,Madagascar,-16.8667,46.95,Indian
Doha,Al Jahra,Kuwait,29.368,47.81,Asia
Tanga,Tanga,Tanzania,-5.067,39.1,Africa
Saurimo,Lunda Sul,Angola,-9.65,20.4,Africa
Yola,Adamawa,Nigeria,9.2,12.483,Africa
Ad Diwania,Al Qadisiyah,Iraq,31.9878,44.9256,Asia
San-Pedro,Bas-Sassandra,Cote d'Ivoire,4.733,-6.617,Africa
Bologna,Emilia-Romagna,Italy,44.483,11.333,Europe
Aqtobe,Aqtobe,Kazakhstan,50.298,57.181,Asia
Uvinza,Kigoma,Tanzania,-5.104,30.391,Africa
Mezreh,Elazig,Turkey,38.6753,39.2206,Europe
Zanjan,Zanjan,Iran,36.674,48.479,Asia
Manisa,Manisa,Turkey,38.614,27.423,Europe
Tarlac,Tarlac,Philippines,15.489,120.599,Asia
Mola Borale,Shabeellaha Dhexe,Somalia,3.2167,45.7667,Africa
Gusau,Zamfara,Nigeria,12.164,6.667,Africa
Serekunda,Western,Gambia,13.443,-16.681,Africa
Fyshwick,Australian Capital Territory,Australia,-35.333,149.167,Australia
Huancayo,Junin,Peru,-12.067,-75.233,America
Iquitos,Loreto,Peru,-3.748,-73.247,America
Teliko,Mamou,Guinea,10.35,-12.1,Africa
Брянск,Bryansk,Russia,53.242,34.351,Europe
Lipa,Lipa,Philippines,13.939,121.174,Asia
Butuan,Butuan,Philippines,8.949,125.544,Asia
Takasaki,Gunma,Japan,36.333,139.017,Asia
Ambon,Maluku,Indonesia,-3.695,128.181,Asia
Petare,Miranda,Venezuela,10.483,-66.817,America
Nagano-Shi,Nagano,Japan,36.651,138.181,Asia
Baguio,Benguet,Philippines,16.416,120.593,Asia
Sivas,Sivas,Turkey,39.748,37.016,Europe
Rio Branco,Acre,Brazil,-9.967,-67.8,America
Mandaue,Mandaue,Philippines,10.324,123.922,Asia
Iligan,Iligan,Philippines,8.231,124.236,Asia
Иваново,Ivanovo,Russia,56.994,40.986,Europe
Cuenca,Azuay,Ecuador,-2.883,-78.983,America
Cardiff,Cardiff,United Kingdom,51.483,-3.183,Europe
Hrodna,Hrodzyenskaya Voblasts',Belarus,53.681,23.815,Europe
Florence,Toscana,Italy,43.767,11.25,Europe
Bengkulu,Bengkulu,Indonesia,-3.8,102.266,Asia
Malmö,Skane Lan,Sweden,55.6,13.0,Europe
Utrecht,Utrecht,Netherlands,52.091,5.122,Europe
Palu,Central Sulawesi,Indonesia,-0.892,119.871,Asia
Umuahia,Abia,Nigeria,5.533,7.483,Africa
Vitebsk,Vitsyebskaya Voblasts',Belarus,55.1925,30.1944,Europe
Taraz,Zhambyl,Kazakhstan,42.9,71.367,Asia
Luena,Moxico,Angola,-11.783,19.917,Africa
Gonaives,Artibonite,Haiti,19.45,-72.683,America
Vinnitsa,Vinnyts'ka Oblast',Ukraine,49.233,28.483,Europe
San Fernando,Pampanga,Philippines,15.03,120.686,Asia
Villahermosa,Tabasco,Mexico,17.987,-92.93,America
Wakayama-Shi,Wakayama,Japan,34.226,135.168,Asia
Mogilev,Mahilyowskaya Voblasts',Belarus,53.9139,30.3364,Europe
Dzhany-Kyshtak,Osh,Kyrghyzstan,40.5369,72.7767,Asia
Corrientes,Corrientes,Argentina,-27.467,-58.833,America
Nara-Shi,Nara,Japan,34.685,135.805,Asia
Владимир,Vladimir,Russia,56.143,40.398,Europe
Oruro,Oruro,Bolivia,-17.983,-67.15,America
Arkhangelsk,Arkhangel'sk,Russia,64.567,40.533,Europe
Muzon,Batangas,Philippines,13.854,120.991,Asia
Varna,Varna,Bulgaria,43.217,27.917,Europe
Holguin,Holguin,Cuba,20.887,-76.263,America
Antofagasta,Antofagasta,Chile,-23.65,-70.4,America
Plovdiv,Plovdiv,Bulgaria,42.15,24.75,Europe
Honolulu,Hawaii,United States of America,21.307,-157.858,Pacific
Wad Madani,Kurdufan,Sudan,14.4,33.533,Africa
Belfast,Belfast,United Kingdom,54.583,-5.933,Europe
Brest,Brestskaya Voblasts',Belarus,52.1,23.7,Europe
Otsu-Shi,Shiga,Japan,35.004,135.868,Asia
Maseru,Maseru,Lesotho,-29.317,27.483,Africa
Pavlodar,Pavlodar,Kazakhstan,52.3,76.95,Asia
Chon Buri,Chon Buri,Thailand,13.367,100.983,Asia
Naga,Naga,Philippines,13.619,123.181,Asia
Safaqis,Sfax,Tunisia,34.741,10.76,Africa
Corat,Sumqayit,Azerbaijan,40.573,49.706,Asia
Yamoussoukro,N'zi-Comoe,Cote d'Ivoire,6.817,-5.283,Africa
Cuernavaca,Morelos,Mexico,18.926,-99.231,America
Reading,Berkshire,United Kingdom,51.456,-0.972,Europe
Iwaki,Fukushima,Japan,37.05,140.883,Asia
Porto Velho,Rondonia,Brazil,-8.767,-63.9,America
Tampere,Western Finland,Finland,61.5,23.75,Europe
Чита,Chita,Russia,52.033,113.55,Asia
Vina Del Mar,Valparaiso,Chile,-33.008,-71.52,America
Nukus,Qoraqalpoghiston,Uzbekistan,42.453,59.61,Asia
Dobroye,Krym,Ukraine,44.883,34.217,Europe
Salalah,Zufar,Oman,17.018,54.083,Asia
Калуга,Kaluga,Russia,54.536,36.271,Europe
Jackson,Mississippi,United States of America,32.299,-90.185,America
Kendari,Sulawesi Tenggara,Indonesia,-3.978,122.515,Asia
Nicosia,Nicosia,Cyprus,35.167,33.367,Asia
Майский,Belgorod,Russia,50.6,36.583,Europe
Cabanatuan,Cabanatuan,Philippines,15.487,120.968,Asia
Chipata,North-Western,Zambia,-13.633,32.65,Africa
Pucallpa,Ucayali,Peru,-8.383,-74.538,America
Kochi-Shi,Kochi,Japan,33.56,133.531,Asia
Kuching,Sarawak,Malaysia,1.55,110.333,Asia
Cotabato,Cotabato,Philippines,7.224,124.246,Asia
Nantes,Pays de la Loire,France,47.217,-1.55,Europe
Kikuyu,Central,Kenya,-1.25,36.667,Africa
Uige,Uige,Angola,-7.617,15.05,Africa
Minna,Niger,Nigeria,9.614,6.557,Africa
Camaguey,Camaguey,Cuba,21.381,-77.917,America
Jujuy,Jujuy,Argentina,-24.183,-65.3,America
Menongue,Cuando Cubango,Angola,-14.667,17.7,Africa
Gitarama,Gitarama,Rwanda,-2.074,29.757,Africa
Zango,Katsina,Nigeria,12.383,7.583,Africa
Puerto Plata,Puerto Plata,Dominican Republic,19.8,-70.683,America
Port Moresby,National Capital,Papua New Guinea,-9.465,147.193,Pacific
Naha-Shi,Okinawa,Japan,26.213,127.681,Asia
Bari,Puglia,Italy,41.133,16.85,Europe
Nzerekore,Nzerekore,Guinea,7.747,-8.824,Africa
Adrianoutherai,Balikesir,Turkey,39.6492,27.8861,Europe
Susah,Sousse,Tunisia,35.826,10.641,Africa
Kingston Upon Hull,East Riding of Yorkshire,United Kingdom,53.75,-0.341,Europe
Смоленск,Smolensk,Russia,54.782,32.04,Europe
Вологда,Vologda,Russia,59.217,39.9,Europe
Gorgan,Golestan,Iran,36.839,54.436,Asia
Якутск,Sakha,Russia,62.034,129.733,Asia
Курган,Kurgan,Russia,55.45,65.333,Asia
Саранск,Mordovia,Russia,54.183,45.183,Europe
Hajel,Ha'il,Saudi Arabia,27.5164,41.6969,Asia
Yokkaichi,Mie,Japan,34.967,136.617,Asia
Presidente Franco,Alto Parana,Paraguay,-25.533,-54.617,America
Tabora,Tabora,Tanzania,-5.017,32.8,Africa
Nakuru,Rift Valley,Kenya,-0.283,36.067,Africa
Montpellier,Languedoc-Roussillon,France,43.6,3.883,Europe
Puerto Princesa,Puerto Princesa,Philippines,9.739,118.735,Asia
Kaunas,Kauno Apskritis,Lithuania,54.9,23.9,Europe
Sumbawanga,Rukwa,Tanzania,-7.967,31.617,Africa
Орел,Orel,Russia,52.966,36.08,Europe
Владикавказ,North Ossetia,Russia,43.043,44.684,Europe
Akita Shi,Akita,Japan,39.718,140.103,Asia
Hihya,Ash Sharqiyah,Egypt,30.67,31.587,Africa
Palmas,Tocantins,Brazil,-10.223,-48.278,America
Deshna,Qina,Egypt,26.121,32.465,Africa
Armenia,Quindio,Colombia,4.534,-75.681,America
Purace,Cauca,Colombia,2.348,-76.501,America
Valladolid,Castilla y Leon,Spain,41.65,-4.717,Europe
Corlu,Tekirdag,Turkey,41.159,27.8,Europe
Newcastle Upon Tyne,Tyne and Wear,United Kingdom,54.975,-1.603,Europe
Pondicherry,Puducherry,India,11.93,79.83,Asia
Oaxaca,Oaxaca,Mexico,17.071,-96.719,America
Sucre,Chuquisaca,Bolivia,-19.043,-65.259,America
Jinja,Jinja,Uganda,0.424,33.204,Africa
Al Kumb,Ar Raqqah,Syria,35.925,39.0194,Asia
Stantsiya Gorchakovo,Farghona,Uzbekistan,40.427,71.719,Asia
Resistencia,Chaco,Argentina,-27.45,-58.983,America
Privada Del Bosque,Hidalgo,Mexico,20.087,-98.739,America
Malabo,Bioko Norte,Equatorial Guinea,3.75,8.783,Africa
Tagum,Davao,Philippines,7.448,125.808,Asia
Sorong,West Papua,Indonesia,-0.88,131.261,Asia
Divo,Sud-Bandama,Cote d'Ivoire,5.84,-5.36,Africa
Vigo,Galicia,Spain,42.233,-8.717,Europe
Trabzon,Trabzon,Turkey,41.005,39.727,Europe
Aizawl,Mizoram,India,23.724,92.718,Asia
Graz,Steiermark,Austria,47.067,15.45,Europe
Strasbourg,Alsace,France,48.583,7.75,Europe
Ханкала,Chechnya Republic,Russia,43.301,45.751,Europe
Chimbote,Ancash,Peru,-9.083,-78.6,America
Bergen,Hordaland,Norway,60.391,5.325,Europe
Batna,Batna,Algeria,35.555,6.179,Africa
Moncagua,San Miguel,El Salvador,13.533,-88.25,America
Århus,Midtjylland,Denmark,56.15,10.217,Europe
Morioka-Shi,Iwate,Japan,39.704,141.153,Asia
Тамбов,Tambovskaya oblast,Russia,52.732,41.434,Europe
Nottingham,Nottinghamshire,United Kingdom,52.968,-1.16,Europe
Magway,Magwe,Myanmar,20.15,94.917,Asia
Alyeska,Alaska,United States of America,60.9608,-149.1108,America
Neuquen,Neuquen,Argentina,-38.95,-68.067,America
Kabwe,Northern,Zambia,-14.433,28.45,Africa
Setif,Setif,Algeria,36.1914,5.4094,Africa
Machala,El Oro,Ecuador,-3.267,-79.967,America
Pathein,Irrawaddy,Myanmar,16.783,94.733,Asia
Sincelejo,Sucre,Colombia,9.305,-75.398,America
Cluj-Napoca,Cluj,Romania,46.767,23.6,Europe
Songea,Ruvuma,Tanzania,-10.683,35.65,Africa
Tacna,Tacna,Peru,-18.006,-70.248,America
Masaka,Masaka,Uganda,-0.313,31.713,Africa
San Pablo,San Pablo,Philippines,14.067,121.326,Asia
Kafr Ash Shaykh,Kafr ash Shaykh,Egypt,31.111,30.936,Africa
Ostrava,Moravskoslezsky kraj,Czech Republic,49.833,18.283,Europe
Ljubljana,Bohinj,Slovenia,46.055,14.514,Europe
San Cristobal,Tachira,Venezuela,7.767,-72.225,America
Chernihiv,Chernihivs'ka Oblast',Ukraine,51.5,31.3,Europe
Temuco,Araucania,Chile,-38.733,-72.6,America
Ica,Ica,Peru,-14.068,-75.726,America
Phitsanulok,Phitsanulok,Thailand,16.833,100.25,Asia
Sapanca,Sakarya,Turkey,40.691,30.27,Europe
Kogon,Bukhoro,Uzbekistan,39.723,64.552,Asia
Sumbe,Cuanza Sul,Angola,-11.2,13.833,Africa
Poltava,Poltavs'ka Oblast',Ukraine,49.583,34.567,Europe
Петрозаводск,Karelia,Russia,61.817,34.333,Europe
Kherson,Khersons'ka Oblast',Ukraine,46.633,32.6,Europe
Lucena,Lucena,Philippines,13.931,121.617,Asia
Mamuju,Sulawesi Barat,Indonesia,-2.675,118.889,Asia
Qarshi,Qashqadaryo,Uzbekistan,38.863,65.798,Asia
Santa Ana,Santa Ana,El Salvador,13.994,-89.56,America
Gagnoa,Fromager,Cote d'Ivoire,6.133,-5.933,Africa
Bost,Helmand,Afghanistan,31.5892,64.3633,Asia
Juliaca,Puno,Peru,-15.5,-70.133,America
Posadas,Misiones,Argentina,-27.383,-55.883,America
Йошкар-Ола,Mariy-El,Russia,56.637,47.871,Europe
Kamelnitskiy,Khmel'nyts'ka Oblast',Ukraine,49.4167,27.0,Europe
Nassau,New Providence,Bahamas,25.083,-77.35,America
Azaura,Dayr az Zawr,Syria,35.3333,40.15,Asia
Iasi,Iasi,Romania,47.167,27.6,Europe
Musa Kola,Mazandaran,Iran,36.45,53.3167,Asia
Nguru,Yobe,Nigeria,12.878,10.451,Africa
Mito-Shi,Ibaraki,Japan,36.341,140.447,Asia
Cherkasy,Cherkas'ka Oblast',Ukraine,49.433,32.067,Europe
Corum,Corum,Turkey,40.549,34.953,Europe
Qunduz,Kondoz,Afghanistan,36.728,68.865,Asia
Parana,Entre Rios,Argentina,-31.733,-60.533,America
Gijon,Asturias,Spain,43.541,-5.664,Europe
Tarija,Tarija,Bolivia,-21.517,-64.75,America
Plymouth,Devon,United Kingdom,50.389,-4.147,Europe
Aswan,Aswan,Egypt,24.088,32.899,Africa
Potosi,Potosi,Bolivia,-19.584,-65.753,America
Кострома,Kostroma,Russia,57.771,40.934,Europe
Мурманск,Murmansk,Russia,68.967,33.083,Europe
Maradi,Maradi,Niger,13.492,7.096,Africa
Ban Pakkha,Xiangkhoang,Lao People's Democratic Republic,19.4103,103.5442,Asia
Yoldere,Mardin,Turkey,37.2,40.622,Europe
Adityman,Adiyaman,Turkey,37.7592,38.2783,Europe
Saskatoon,Saskatchewan,Canada,52.133,-106.667,America
Нальчик,Kabardin-Balkar,Russia,43.498,43.619,Europe
Imphal,Manipur,India,24.817,93.95,Asia
Taunggyi,Shan State,Myanmar,20.783,97.033,Asia
Milton Keynes,Buckinghamshire,United Kingdom,52.029,-0.755,Europe
Chernivtsi,Chernivets'ka Oblast',Ukraine,48.3,25.933,Europe
Kutahya,Kutahya,Turkey,39.424,29.983,Europe
Constanta,Constanta,Romania,44.183,28.65,Europe
Jalalabad,Nangarhar,Afghanistan,34.426,70.451,Asia
Zhytomyr,Zhytomyrs'ka Oblast',Ukraine,50.25,28.667,Europe
Fukui-Shi,Fukui,Japan,36.064,136.223,Asia
Novi Sad,Autonomna Pokrajina Vojvodina,Serbia,45.252,19.837,Europe
Olongapo,Olongapo,Philippines,14.829,120.283,Asia
Skardu,Northern Areas,Pakistan,35.3,75.6167,Asia
Misratah,Misratah,Libya,32.378,15.091,Africa
Aidinion,Aydin,Turkey,37.8444,27.8458,Europe
Taloqan,Takhar,Afghanistan,36.734,69.54,Asia
Manta,Manabi,Ecuador,-0.95,-80.733,America
El Hadjar,Annaba,Algeria,36.805,7.738,Africa
Sumy,Sums'ka Oblast',Ukraine,50.92,34.782,Europe
Bloemfontein,Free State,South Africa,-29.133,26.2,Africa
Verona,Veneto,Italy,45.45,11.0,Europe
Derby,Derbyshire,United Kingdom,52.916,-1.474,Europe
Kuala Terengganu,Terengganu,Malaysia,5.333,103.133,Asia
