city,region,country,lat,lon,continent
San Pedro Carcha,Alta Verapaz,Guatemala,15.483,-90.267,America
Namibe,Namibe,Angola,-15.196,12.152,Africa
Tokushima-Shi,Tokushima,Japan,34.066,134.559,Asia
Mawlamyine,Mon State,Myanmar,16.491,97.626,Asia
Shimonoseki,Yamaguchi,Japan,33.95,130.95,Asia
San Antonio,Samar,Philippines,11.278,125.011,Asia
Afyonkarahisar,Afyonkarahisar,Turkey,38.757,30.543,Europe
Higuey,La Altagracia,Dominican Republic,18.617,-68.7,America
Timisoara,Timis,Romania,45.749,21.227,Europe
Bata,Litoral,Equatorial Guinea,1.85,9.75,Africa
La Paz,Baja California Sur,Mexico,24.142,-110.313,America
Al Bayda',Yafran,Libya,32.7664,21.7417,Africa
Goma,Nord-Kivu,Democratic Republic of Congo,-1.679,29.223,Africa
Kefar Habad,HaMerkaz,Israel,31.987,34.851,Asia
Osorno,Los Lagos,Chile,-40.567,-73.15,America
San Francisco,Campeche,Mexico,19.849,-90.522,America
Palangkaraya,Kalimantan Tengah,Indonesia,-2.214,113.911,Asia
Kiel,Schleswig-Holstein,Germany,54.333,10.133,Europe
Banikoara,Plateau,Benin,11.3,2.433,Africa
Nashua,New Hampshire,United States of America,42.765,-71.468,America
Isparta,Isparta,Turkey,37.764,30.552,Europe
Esperanza,Villa Clara,Cuba,22.333,-80.05,America
Yamagata-Shi,Yamagata,Japan,38.241,140.363,Asia
Aksaray,Nevsehir,Turkey,38.374,34.029,Europe
Swansea,Swansea,United Kingdom,51.633,-3.959,Europe
Gyor,Gyor,Hungary,47.683,17.633,Europe
Сыктывкар,Komi,Russia,61.667,50.812,Europe
Stoke-On-Trent,Staffordshire,United Kingdom,53.025,-2.188,Europe
Myitkyina,Kachin State,Myanmar,25.383,97.4,Asia
Kyzylorda,Qyzylorda,Kazakhstan,44.853,65.509,Asia
Halle,Sachsen-Anhalt,Germany,51.5,12.0,Europe
Man,Dix-Huit Montagnes,Cote d'Ivoire,7.405,-7.548,Africa
Paramaribo,Paramaribo,Suriname,5.833,-55.167,America
Lamas,San Martin,Peru,-6.417,-76.533,America
Благовещенск,Amur,Russia,50.267,127.533,Asia
Chimoio,Manica,Mozambique,-19.116,33.483,Africa
Lille,Nord-Pas-de-Calais,France,50.633,3.067,Europe
Uhryniv,Ivano-Frankivs'ka Oblast',Ukraine,48.958,24.704,Europe
Brasov,Brasov,Romania,45.633,25.583,Europe
Djougou,Donga,Benin,9.705,1.667,Africa
Usak,Usak,Turkey,38.68,29.408,Europe
Abha,Jizan,Saudi Arabia,18.216,42.505,Asia
Kafr Al Mansurah Al Qibli,Al Minya,Egypt,28.0833,30.75,Africa
Gaborone,South-East,Botswana,-24.646,25.912,Africa
Zinder,Zinder,Niger,13.8,8.983,Africa
Banda Aceh,Aceh,Indonesia,5.558,95.322,Asia
Bayamo,Granma,Cuba,20.379,-76.643,America
Lemesos,Limassol,Cyprus,34.675,33.033,Asia
Georgetown,Demerara-Mahaica,Guyana,6.8,-58.167,America
Borujerd,Lorestan,Iran,33.867,48.833,Asia
Zachagansk,West Kazakhstan,Kazakhstan,51.184,51.335,Asia
Craiova,Dolj,Romania,44.317,23.8,Europe
Formosa,Formosa,Argentina,-26.183,-58.183,America
Bo,Southern,Sierra Leone,7.965,-11.738,Africa
Nagbenang,Nana-Mambere,Central African Republic,5.55,15.5333,Africa
Groningen,Groningen,Netherlands,53.219,6.567,Europe
Mbour,Thies,Senegal,14.4,-16.967,Africa
San Cristobal,San Cristobal,Dominican Republic,18.417,-70.1,America
Singida,Singida,Tanzania,-4.817,34.75,Africa
Saga-Shi,Saga,Japan,33.249,130.299,Asia
Rancagua,Libertador General Bernardo O'Higgins,Chile,-34.167,-70.75,America
Ormoc,Ormoc,Philippines,11.006,124.608,Asia
Fresnillo De Gonzalez Echeverria,Zacatecas,Mexico,23.176,-102.869,America
Turkmenabat,Lebap,Turkmenistan,39.101,63.575,Asia
Istaduuto,Shabeellaha Hoose,Somalia,1.7167,44.7833,Africa
Ordu,Ordu,Turkey,40.985,37.879,Europe
Kosice,Kosice,Slovakia,48.717,21.25,Europe
Guantanamo,Guantanamo,Cuba,20.144,-75.209,America
Tripoli,Liban-Nord,Lebanon,34.433,35.85,Asia
Rennes,Bretagne,France,48.083,-1.683,Europe
Toamasina,Toamasina,Madagascar,-18.167,49.383,Indian
Petrykiv,Ternopil's'ka Oblast',Ukraine,49.533,25.583,Europe
Bushehr,Bushehr,Iran,28.968,50.839,Asia
Mainz,Rheinland-Pfalz,Germany,50.0,8.271,Europe
Dande,Bengo,Angola,-8.4667,13.3667,Africa
Cork,Cork,Ireland,51.899,-8.496,Europe
Tyrnavos,Thessaly,Greece,39.738,22.289,Europe
Swindon,Wiltshire,United Kingdom,51.568,-1.763,Europe
Mergui,Tenasserim,Myanmar,12.433,98.6,Asia
Guekedou,Gueckedou,Guinea,8.563,-10.133,Africa
Tchaourou,Mono,Benin,8.883,2.6,Africa
Kivertsi,Volyns'ka Oblast',Ukraine,50.833,25.467,Europe
San Felipe,Yaracuy,Venezuela,10.341,-68.737,America
La Vega,La Vega,Dominican Republic,19.217,-70.517,America
Prizren,Prizren,Kosovo,42.214,20.74,Europe
Kirovohrad,Kirovohrads'ka Oblast',Ukraine,48.504,32.263,Europe
Zanzibar,Zanzibar Urban,Tanzania,-6.167,39.183,Africa
Pangkalpinang,Bangkaâ€“Belitung Islands,Indonesia,-2.129,106.114,Asia
Galati,Galati,Romania,45.45,28.05,Europe
Kostanay,Qostanay,Kazakhstan,53.167,63.583,Asia
Buenos Aires,Distrito Federal,Argentina,-34.588,-58.673,America
San Carlos,Bukidnon,Philippines,7.96,125.078,Asia
Ayacucho,Ayacucho,Peru,-13.158,-74.224,America
Дзержинск,Nizhegorod,Russia,56.239,43.463,Europe
San Rafael,Mendoza,Argentina,-34.6,-68.333,America
Chorfa,Bouira,Algeria,36.369,4.337,Africa
As Samawah,Al Muthanna,Iraq,31.3094,45.2803,Asia
Oulu,Oulu,Finland,65.017,25.467,Europe
Almere Stad,Flevoland,Netherlands,52.37,5.214,Europe
Hurghada,Al Bahr al Ahmar,Egypt,27.239,33.836,Africa
Sikasso,Sikasso,Mali,11.317,-5.667,Africa
Bouafle,Marahoue,Cote d'Ivoire,6.983,-5.75,Africa
Portland,Maine,United States of America,43.661,-70.256,America
Norwich,Norfolk,United Kingdom,52.628,1.301,Europe
Luton,Bedfordshire,United Kingdom,51.881,-0.411,Europe
Sidi Bel Abbes,Sidi Bel Abbes,Algeria,35.1939,-0.6414,Africa
Trondheim,Sor-Trondelag,Norway,63.417,10.417,Europe
Linz,Oberosterreich,Austria,48.3,14.3,Europe
Irakleion,Crete,Greece,35.328,25.143,Europe
Rostock,Mecklenburg-Vorpommern,Germany,54.083,12.133,Europe
Aliang,Trece Martires,Philippines,14.283,120.883,Asia
Pagadian,Zamboanga del Sur,Philippines,7.826,123.437,Asia
Al-Kayrawan,Kairouan,Tunisia,35.6744,10.1017,Africa
Burgas,Burgas,Bulgaria,42.5,27.467,Europe
Bariw,Legaspi,Philippines,13.133,123.733,Asia
Tema,Volta,Ghana,5.617,-0.017,Africa
Kireka,Mukono,Uganda,0.348,32.649,Africa
Sioux Falls,South Dakota,United States of America,43.55,-96.7,America
Pamplona,Navarra,Spain,42.817,-1.633,Europe
Quetzaltenango,Quetzaltenango,Guatemala,14.833,-91.517,America
Monywa,Sagaing,Myanmar,22.117,95.133,Asia
Toledo,Toledo,Philippines,10.379,123.642,Asia
Marawi,Marawi,Philippines,7.999,124.293,Asia
Parakou,Borgou,Benin,9.35,2.617,Africa
Damietta,Dumyat,Egypt,31.419,31.815,Africa
Shimla,Himachal Pradesh,India,31.103,77.172,Asia
Islington,Islington Greater London,United Kingdom,51.544,-0.105,Europe
Talca,Maule,Chile,-35.433,-71.667,America
Ifakara,Iringa,Tanzania,-8.133,36.683,Africa
San Carlos,Pangasinan,Philippines,15.928,120.349,Asia
Biskra,Biskra,Algeria,34.85,5.733,Africa
Ternate,Maluku Utara,Indonesia,0.791,127.384,Asia
Coquimbo,Coquimbo,Chile,-29.953,-71.344,America
Loja,Loja,Ecuador,-4.0,-79.217,America
Acarigua,Portuguesa,Venezuela,9.56,-69.202,America
Tanjungpinang,Riau Islands,Indonesia,0.917,104.45,Asia
Khayrabad,Surkhondaryo,Uzbekistan,40.0833,67.8333,Asia
Arica,Tarapaca,Chile,-18.483,-70.333,America
Las Tunas,Las Tunas,Cuba,20.962,-76.951,America
Al Khums,Al Khums,Libya,32.65,14.2667,Africa
Matsue-Shi,Shimane,Japan,35.472,133.051,Asia
Debrecen,Debrecen,Hungary,47.533,21.633,Europe
Tarakan,North Kalimantan,Indonesia,3.313,117.592,Asia
Petropavl,North Kazakhstan,Kazakhstan,54.875,69.163,Asia
Maroua,Extreme-Nord,Cameroon,10.596,14.325,Africa
Cajamarca,Cajamarca,Peru,-7.167,-78.517,America
Huntington,West Virginia,United States of America,38.419,-82.445,America
Moshi,Kilimanjaro,Tanzania,-3.35,37.333,Africa
Dasoguz,Dashoguz,Turkmenistan,41.833,59.967,Asia
Soyo,Zaire,Angola,-6.133,12.367,Africa
Aberdeen,Aberdeen City,United Kingdom,57.149,-2.126,Europe
Kabankalan,Negros Occidental,Philippines,9.989,122.812,Asia
Lochau,Vorarlberg,Austria,47.533,9.75,Europe
Taji,Salah ad Din,Iraq,33.5294,44.2775,Asia
Surman,Az Zawiyah,Libya,32.756,12.575,Africa
Ejido,Merida,Venezuela,8.551,-71.238,America
Pristina,Komuna e PrishtinÃ«s,Kosovo,42.673,21.167,Europe
Chumahana,La Guajira,Colombia,11.9447,-72.0092,America
Trieste,Friuli-Venezia Giulia,Italy,45.649,13.78,Europe
Kankan,Kankan,Guinea,10.383,-9.3,Africa
New Town,Tasmania,Australia,-42.86,147.308,Australia
La Ceiba,Atlantida,Honduras,15.783,-86.8,America
Zakho,Dahuk,Iraq,37.1442,42.6872,Asia
Huanuco,Huanuco,Peru,-9.917,-76.233,America
Mae Sot,Tak,Thailand,16.717,98.567,Asia
Koronadal,South Cotabato,Philippines,6.503,124.847,Asia
San Pedro De Macoris,San Pedro De Macoris,Dominican Republic,18.45,-69.3,America
Coro,Falcon,Venezuela,11.409,-69.667,America
Dundu,Lunda Norte,Angola,-7.3833,20.8333,Africa
Mbarara,Mbarara,Uganda,-0.658,30.676,Africa
Theveste,Tebessa,Algeria,35.4042,8.1242,Africa
Duzce,Bolu,Turkey,40.839,31.164,Europe
Peterborough,Cambridgeshire,United Kingdom,52.58,-0.238,Europe
Sohag,Matruh,Egypt,26.55,31.7,Africa
Quelimane,Zambezia,Mozambique,-17.879,36.888,Africa
Jalapa,Jalapa,Guatemala,14.633,-89.983,America
Purley,Croydon Greater London,United Kingdom,51.337,-0.114,Europe
Gorontalo,Gorontalo,Indonesia,0.541,123.06,Asia
Florencia,Caqueta,Colombia,1.618,-75.618,America
Fianarantsoa,Fianarantsoa,Madagascar,-21.433,47.083,Indian
Bago,Bago,Philippines,10.538,122.833,Asia
Valera,Trujillo,Venezuela,9.318,-70.604,America
Ouargla,Ouargla,Algeria,31.958,5.328,Africa
Manzanillo,Colima,Mexico,19.052,-104.316,America
Shahr-E Kord,Chahar Mahall va Bakhtiari,Iran,32.326,50.864,Asia
Pak Kret,Nonthaburi,Thailand,13.917,100.5,Asia
Ngaoundere,Adamaoua,Cameroon,7.317,13.583,Africa
Псков,Pskov,Russia,57.833,28.333,Europe
Sokode,Centrale,Togo,8.983,1.133,Africa
Pinar Del Rio,Pinar del Rio,Cuba,22.418,-83.698,America
Kenema,Eastern,Sierra Leone,7.877,-11.188,Africa
Balkanabat,Balkan,Turkmenistan,39.512,54.365,Asia
Digos,Davao del Sur,Philippines,6.75,125.357,Asia
El Progreso,Yoro,Honduras,15.4,-87.8,America
Al Hasakah,Al Hasakah,Syria,36.4833,40.75,Asia
San Francisco De Macoris,Duarte,Dominican Republic,19.3,-70.25,America
Gharyan,Gharyan,Libya,32.1722,13.0203,Africa
Bournemouth,Dorset,United Kingdom,50.723,-1.881,Europe
Tottori,Tottori,Japan,35.5,134.233,Asia
Kofu-Shi,Yamanashi,Japan,35.664,138.568,Asia
Potsdam,Brandenburg,Germany,52.4,13.067,Europe
Calbayog,Calbayog,Philippines,12.067,124.604,Asia
Basildon,Essex,United Kingdom,51.578,0.503,Europe
Plzen,Plzensky kraj,Czech Republic,49.75,13.367,Europe
Mount Pearl,Newfoundland and Labrador,Canada,47.517,-52.783,America
Semnan,Semnan,Iran,35.575,53.394,Asia
Banja Luka,Republika Srpska,Bosnia and Herzegovina,44.776,17.186,Europe
Arrentela,Setubal,Portugal,38.617,-9.1,Europe
Siguiri,Siguiri,Guinea,11.417,-9.167,Africa
Saarbrucken,Saarland,Germany,49.233,7.0,Europe
Aktau,Mangghystau,Kazakhstan,43.65,51.2,Asia
Oradea,Bihor,Romania,47.067,21.933,Europe
Isiro,Maniema,Democratic Republic of Congo,2.767,27.617,Africa
Odense,Syddanmark,Denmark,55.4,10.383,Europe
Sorsogon,Sorsogon,Philippines,12.974,123.993,Asia
Абакан,Khakass,Russia,53.716,91.429,Asia
Braga,Braga,Portugal,41.55,-8.433,Europe
Kindia,Kindia,Guinea,10.067,-12.85,Africa
La Rioja,La Rioja,Argentina,-29.433,-66.85,America
Mukdahan,Mukdahan,Thailand,16.533,104.717,Asia
Ploiesti,Prahova,Romania,44.95,26.017,Europe
Южно-Сахалинск,Sakhalin,Russia,46.952,142.741,Asia
Edirne,Edirne,Turkey,41.674,26.561,Europe
Kyaukpyn,Rakhine State,Myanmar,19.4333,93.55,Asia
Mongu,Eastern,Zambia,-15.25,23.133,Africa
Calabar,Cross River,Nigeria,4.95,8.317,Africa
Roxas,Roxas,Philippines,11.585,122.751,Asia
Tiaret,Tiaret,Algeria,35.376,1.313,Africa
El-`Arish,Shamal Sina',Egypt,31.1244,33.8006,Africa
Reims,Champagne-Ardenne,France,49.25,4.033,Europe
Quevedo,Los Rios,Ecuador,-1.033,-79.45,America
Fethiye,Mugla,Turkey,36.622,29.116,Europe
Kandi,Alibori,Benin,11.134,2.939,Africa
Nijmegen,Gelderland,Netherlands,51.843,5.853,Europe
Ambato,Tungurahua,Ecuador,-1.25,-78.617,America
Riobamba,Chimborazo,Ecuador,-1.667,-78.633,America
Leon,Leon,Nicaragua,12.436,-86.879,America
Camp Inferieur,Bejaia,Algeria,36.75,5.0667,Africa
Rantau Prapat,Indonesia (general) ,Indonesia,2.3321,100.0521,Asia
Karaman,Karaman,Turkey,37.181,33.215,Europe
Manaus,Amazonas,Brazil,-3.113,-60.025,America
Uppsala,Uppsala Lan,Sweden,59.85,17.633,Europe
Albacete,Castilla-La Mancha,Spain,38.983,-1.85,Europe
Habaswein,North-Eastern,Kenya,1.0092,39.4881,Africa
Santander,Cantabria,Spain,43.465,-3.804,Europe
Patra,West Greece,Greece,38.244,21.734,Europe
Kaolack,Kaolack,Senegal,14.15,-16.067,Africa
Guiglo,Moyen-Cavally,Cote d'Ivoire,6.54,-7.486,Africa
Surigao,Surigao,Philippines,9.784,125.489,Asia
Reggio Calabria,Calabria,Italy,38.1,15.65,Europe
Nigde,Nigde,Turkey,37.969,34.683,Europe
Escuintla,Escuintla,Guatemala,14.305,-90.785,America
Aplahoue,Kouffo,Benin,6.933,1.683,Africa
Suwayq,Al Batinah,Oman,23.8494,57.4386,Asia
San Luis,San Luis,Argentina,-33.3,-66.35,America
Cape Coast,Central,Ghana,5.1,-1.25,Africa
El Merj,Murzuq,Libya,32.5,20.8333,Africa
Batumi,Ajaria,Georgia,41.639,41.637,Asia
Toliary,Toliara,Madagascar,-23.35,43.667,Indian
Calabozo,Guarico,Venezuela,8.934,-67.427,America
Bordj Bou Arreridj,Bordj Bou Arreridj,Algeria,36.075,4.775,Africa
Barking,Barking & Dagenham Greater London,United Kingdom,51.541,0.082,Europe
Jutiapa,Jutiapa,Guatemala,14.283,-89.9,America
Murgab,Mary,Turkmenistan,37.5,61.967,Asia
Kismayo,Jubbada Hoose,Somalia,-0.367,42.533,Africa
Le Havre,Haute-Normandie,France,49.5,0.133,Europe
Ratnapura,Sabaragamuwa,Sri Lanka,6.683,80.399,Asia
Bechar,Bechar,Algeria,31.6167,-2.2167,Africa
Warrington,Cheshire,United Kingdom,53.392,-2.595,Europe
San Fernando Apure,Apure,Venezuela,7.897,-67.467,America
Idlib,Idlib,Syria,35.93,36.632,Asia
Cienfuegos,Cienfuegos,Cuba,22.146,-80.436,America
Abengourou,Moyen-Comoe,Cote d'Ivoire,6.73,-3.496,Africa
Musoma,Mara,Tanzania,-1.5,33.8,Africa
Tunja,Boyaca Department,Colombia,5.535,-73.368,America
Muelle Del Arenal,Alajuela,Costa Rica,10.5333,-84.5167,America
Jazzin,Al Janub,Lebanon,33.542,35.589,Asia
Waw,Ash Shamaliyah,Sudan,7.7,28.0,Africa
Tokat,Tokat,Turkey,40.314,36.554,Europe
Petropavlovsk-Kamchatskiy,Kamchatka,Russia,53.017,158.65,Asia
Manzil Jamil,Bizerte,Tunisia,37.236,9.918,Africa
Perugia,Umbria,Italy,43.133,12.367,Europe
Zaranj,Nimruz,Afghanistan,30.967,61.883,Asia
Saguing,North Cotabato,Philippines,6.98,125.078,Asia
Split,Splitsko-Dalmatinska,Croatia,43.514,16.456,Europe
Siirt,Siirt,Turkey,37.928,41.939,Europe
Ferkessedougou,Bafing,Cote d'Ivoire,9.6,-5.2,Africa
Khowst,Khowst,Afghanistan,33.338,69.92,Asia
Koudougou,Boulkiemde,Burkina Faso,12.25,-2.367,Africa
Dijon,Bourgogne,France,47.317,5.017,Europe
Enschede,Overijssel,Netherlands,52.218,6.896,Europe
Newport,Newport,United Kingdom,51.591,-2.99,Europe
Catamarca,Catamarca,Argentina,-28.467,-65.783,America
Djelfa,Djelfa,Algeria,34.667,3.25,Africa
Cadiz,Cadiz,Philippines,10.958,123.309,Asia
Copiapo,Atacama,Chile,-27.367,-70.333,America
Klaipeda,Klaipedos Apskritis,Lithuania,55.717,21.118,Europe
Manaring,Isabela,Philippines,17.176,121.924,Asia
Szeged,Szeged,Hungary,46.25,20.167,Europe
Cheshunt,Hertfordshire,United Kingdom,51.705,-0.041,Europe
Adzope,Zanzan,Cote d'Ivoire,6.107,-3.862,Africa
Portmore,Saint Catherine,Jamaica,17.967,-76.867,America
Masaba,Danao,Philippines,10.533,123.967,Asia
Cap-Haitien,Nord,Haiti,19.758,-72.204,America
Esmeraldas,Esmeraldas,Ecuador,0.983,-79.7,America
Chlef,Chlef,Algeria,36.165,1.335,Africa
Salzburg,Salzburg,Austria,47.8,13.033,Europe
Braila,Braila,Romania,45.267,27.983,Europe
Saint-Louis,Saint-Louis,Senegal,16.019,-16.495,Africa
Durres,Durres,Albania,41.323,19.441,Europe
Aryanah,Sidi Bou Zid,Tunisia,36.863,10.196,Africa
Bagong Sikat,Mindoro Occidental,Philippines,12.368,121.063,Asia
Dutse,Jigawa,Nigeria,11.778,9.334,Africa
Tete,Tete,Mozambique,-16.156,33.587,Africa
Choluteca,Choluteca,Honduras,13.3,-87.191,America
Gulu,Gulu,Uganda,2.767,32.306,Africa
Asahi,Japan (general),Japan,34.0643,133.0005,Asia
Matanzas,Matanzas,Cuba,23.041,-81.578,America
Ipswich,Suffolk,United Kingdom,52.057,1.157,Europe
Logrono,La Rioja,Spain,42.467,-2.45,Europe
Chichicastenango,Quiche,Guatemala,14.933,-91.117,America
Sibul,Nueva Ecija,Philippines,15.8,121.0,Asia
Erzincan,Erzincan,Turkey,39.752,39.493,Europe
Justinianopolis,Kirsehir,Turkey,39.1458,34.1639,Europe
Badajoz,Extremadura,Spain,38.883,-6.967,Europe
Katoto,Nkhata Bay,Malawi,-11.45,33.9833,Africa
Nchelenge,Copperbelt,Zambia,-9.35,28.733,Africa
Mariveles,Bataan,Philippines,14.434,120.485,Asia
Pinner,Harrow Greater London,United Kingdom,51.593,-0.392,Europe
Port Louis,Port Louis,Mauritius,-20.162,57.499,Indian
Maymana,Faryab,Afghanistan,35.921,64.784,Asia
Karakose,Agri,Turkey,39.719,43.051,Europe
Jean-Rabel,Nord-Ouest,Haiti,19.853,-73.192,America
Dundee,Dundee City,United Kingdom,56.48,-3.033,Europe
Cagliari,Sardegna,Italy,39.217,9.117,Europe
Szombathely,Vas,Hungary,47.233,16.617,Europe
Tskaltubo,Tsalkis Raioni,Georgia,42.34,42.599,Asia
Siem Reap,Siem Reap,Cambodia,13.367,103.85,Asia
Clermont-Ferrand,Auvergne,France,45.783,3.083,Europe
Mati,Davao Oriental,Philippines,6.955,126.217,Asia
Malakal,Upper Nile,Sudan,9.537,31.656,Africa
Bauta,La Habana,Cuba,22.983,-82.546,America
Dhamar,Dhamar,Yemen,14.55,44.4017,Asia
Stavanger,Rogaland,Norway,58.967,5.75,Europe
San Vicente,Mindoro Oriental,Philippines,13.406,121.185,Asia
Mostaganem,Mostaganem,Algeria,35.933,0.09,Africa
Bani,Peravia,Dominican Republic,18.283,-70.333,America
Gloucester,Gloucestershire,United Kingdom,51.865,-2.241,Europe
Thanatpin,Pegu,Myanmar,17.3,96.583,Asia
Arad,Arad,Romania,46.183,21.317,Europe
Bukoba,Kagera,Tanzania,-1.332,31.812,Africa
Porlamar,Nueva Esparta,Venezuela,10.95,-63.85,America
Comayagua,Comayagua,Honduras,14.45,-87.633,America
Mehtar Lam,Laghman,Afghanistan,34.671,70.209,Asia
Navoi,Nawoiy,Uzbekistan,40.084,65.379,Asia
Canakkale,Canakkale,Turkey,40.146,26.406,Europe
Aalborg,Nordjylland,Denmark,57.05,9.933,Europe
Miskolc,Miskolc,Hungary,48.1,20.783,Europe
Ciego De Avila,Ciego de Avila,Cuba,21.84,-78.762,America
Gazni,Ghazni,Afghanistan,33.551,68.423,Asia
Shillong,Meghalaya,India,25.576,91.873,Asia
Stara Zagora,Stara Zagora,Bulgaria,42.433,25.642,Europe
Telford,Shropshire,United Kingdom,52.682,-2.453,Europe
Lichinga,Niassa,Mozambique,-13.313,35.241,Africa
Oshikango,Ohangwena,Namibia,-17.4,15.883,Africa
Preston,Lancashire,United Kingdom,53.76,-2.707,Europe
Brasilia,Distrito Federal,Brazil,-15.783,-47.917,America
York,North Yorkshire,United Kingdom,53.956,-1.095,Europe
Pemba,Cabo Delgado,Mozambique,-12.961,40.508,Africa
Pitesti,Arges,Romania,44.85,24.867,Europe
Malilipot,Albay,Philippines,13.321,123.74,Asia
Coimbra,Coimbra,Portugal,40.2,-8.417,Europe
Mtwara,Mtwara,Tanzania,-10.267,40.183,Africa
Port Blair,Andaman and Nicobar Islands,India,11.667,92.75,Asia
Ruse,Ruse,Bulgaria,43.856,25.971,Europe
Ozamiz,Ozamis,Philippines,8.148,123.841,Asia
Pecs,Pecs,Hungary,46.083,18.233,Europe
Antiguo Cuscatlan,La Libertad,El Salvador,13.673,-89.241,America
Stuart Park,Northern Territory,Australia,-12.443,130.845,Australia
Reykjavík,Gullbringusysla,Iceland,64.15,-21.95,Atlantic
Masaya,Masaya,Nicaragua,11.967,-86.1,America
La Romana,La Romana,Dominican Republic,18.417,-68.967,America
Майкоп,Adygeya,Russia,44.608,40.106,Europe
Tours,Centre,France,47.383,0.683,Europe
Sancti Spiritus,Sancti Spiritus,Cuba,21.93,-79.443,America
Medea,Medea,Algeria,36.268,2.75,Africa
Dipolog,Dipolog,Philippines,8.588,123.341,Asia
Jacmel,Sud-Est,Haiti,18.234,-72.535,America
Moundou,Logone Occidental,Chad,8.567,16.083,Africa
Northampton,Northamptonshire,United Kingdom,52.247,-0.896,Europe
Norrkoping,Ostergotlands Lan,Sweden,58.6,16.183,Europe
Timbangan,Sulu,Philippines,6.006,120.994,Asia
Gingoog,Gingoog,Philippines,8.828,125.1,Asia
Huehuetenango,Huehuetenango,Guatemala,15.32,-91.471,America
Port-Gentil,Ogooue-Maritime,Gabon,-0.717,8.783,Africa
Bacau,Bacau,Romania,46.567,26.9,Europe
Tubruq,Tubruq,Libya,32.084,23.976,Africa
Gitega,Gitega,Burundi,-3.425,29.933,Africa
Ahuachapan,Ahuachapan,El Salvador,13.921,-89.845,America
Tizi Ouzou,Tizi Ouzou,Algeria,36.717,4.05,Africa
Agboville,Agneby,Cote d'Ivoire,5.934,-4.221,Africa
Maldonado,Maldonado,Uruguay,-34.9,-54.95,America
Ruhengeri,Butare,Rwanda,-1.483,29.617,Africa
Amiens,Picardie,France,49.9,2.3,Europe
El Oued,El Oued,Algeria,33.333,6.883,Africa
Moron,Hovsgol,Mongolia,49.645,100.154,Asia
Laghouat,Laghouat,Algeria,33.8,2.883,Africa
Livingstone,Luapula,Zambia,-17.85,25.867,Africa
Sibiu,Sibiu,Romania,45.8,24.15,Europe
Brighton,East Sussex,United Kingdom,50.843,-0.134,Europe
Dumaguete,Dumaguete,Philippines,9.31,123.308,Asia
Sitrah,Sitrah,Bahrain,26.155,50.621,Asia
Segou,Segou,Mali,13.45,-6.267,Africa
Bingol,Bingol,Turkey,38.885,40.494,Europe
Matagalpa,Matagalpa,Nicaragua,12.917,-85.917,America
Billings,Montana,United States of America,45.783,-108.5,America
Porto-Novo,Oueme,Benin,6.483,2.617,Africa
Yalova,Yalova,Turkey,40.654,29.285,Europe
Male,Maale,Maldives,4.167,73.5,Indian
M'sila,M'sila,Algeria,35.7058,4.5419,Africa
Luxembourg,Luxembourg,Luxembourg,49.612,6.13,Europe
San Carlos,San Carlos,Philippines,10.487,123.42,Asia
Gardabani,Akhmetis Raioni,Georgia,41.455,45.095,Asia
San Juan De La Maguana,San Juan,Dominican Republic,18.8,-71.233,America
Surat Thani,Surat Thani,Thailand,9.133,99.317,Asia
Ibarra,Imbabura,Ecuador,0.35,-78.117,America
Västerås,Vastmanlands Lan,Sweden,59.617,16.55,Europe
Jijel,Jijel,Algeria,36.8,5.767,Africa
Buea,Sud-Ouest,Cameroon,4.159,9.237,Africa
Atyrau,Atyrau,Kazakhstan,47.117,51.883,Asia
Cizre,Sirnak,Turkey,37.327,42.19,Asia
Vlore,Vlore,Albania,40.467,19.49,Europe
Quibdo,Choco,Colombia,5.695,-76.661,America
Trinidad,El Beni,Bolivia,-14.833,-64.9,America
Innsbruck,Tirol,Austria,47.267,11.4,Europe
Udon Thani,Udon Thani,Thailand,17.408,102.793,Asia
Silay,Silay,Philippines,10.799,122.974,Asia
Isabela,Basilan,Philippines,6.709,121.971,Asia
Lincoln,Lincolnshire,United Kingdom,53.232,-0.541,Europe
Relizane,Relizane,Algeria,35.743,0.559,Africa
Batdambang,Batdambang,Cambodia,13.1,103.2,Asia
Limoges,Limousin,France,45.85,1.25,Europe
Ambodimadino,Antsiranana,Madagascar,-12.2833,49.3167,Indian
Hackney,Hackney Greater London,United Kingdom,51.543,-0.062,Europe
Orebro,Orebro Lan,Sweden,59.283,15.217,Europe
Saida,Saida,Algeria,34.8333,0.15,Africa
Dover,Delaware,United States of America,39.158,-75.525,America
Kayes,Kayes,Mali,14.45,-11.433,Africa
Koforidua,Eastern,Ghana,6.083,-0.25,Africa
Leiria,Leiria,Portugal,39.75,-8.8,Europe
Giresun,Giresun,Turkey,40.917,38.4,Europe
San Fernando,La Union,Philippines,16.619,120.319,Asia
Kastamonu,Kastamonu,Turkey,41.372,33.771,Europe
Payakumbuh,West Sumatra,Indonesia,-0.216,100.633,Asia
Luleburgaz,Kirklareli,Turkey,41.407,27.355,Europe
Bonao,Monsenor Nouel,Dominican Republic,18.933,-70.417,America
Jilib,Jubbada Dhexe,Somalia,0.496,42.773,Africa
Juticalpa,Olancho,Honduras,14.65,-86.2,America
Fish Town,River Gee,Liberia,5.196,-7.876,Africa
Ouahigouya,Yatenga,Burkina Faso,13.583,-2.417,Africa
