city,region,country,lat,lon,continent
eskasem,badakhshan,afghanistan,36.709,71.574,asia
faizabad,badakhshan,afghanistan,37.1175,70.5797,asia
shehr qaleh,badghis,afghanistan,34.9867,63.1292,asia
baglan,baghlan,afghanistan,36.127,68.705,asia
bala kuh,balkh,afghanistan,36.5758,66.8203,asia
balkh,balkh,afghanistan,36.759,66.896,asia
kholm,balkh,afghanistan,36.695,67.698,asia
mazar-e sharif,balkh,afghanistan,36.7069,67.1122,asia
nili,bamian,afghanistan,33.7261,66.1308,asia
panjab,bamian,afghanistan,34.388,67.023,asia
sekhreza,bamian,afghanistan,34.8292,67.8347,asia
yakaulang,bamian,afghanistan,34.7347,66.9678,asia
chawnay,daykondi,afghanistan,33.3833,66.2736,asia
farah,farah,afghanistan,32.374,62.116,asia
tojg,farah,afghanistan,32.0686,61.8058,asia
andkhoi,faryab,afghanistan,36.9525,65.1236,asia
maymana,faryab,afghanistan,35.921,64.784,asia
gazni,ghazni,afghanistan,33.551,68.423,asia
almasha,ghowr,afghanistan,33.5136,64.43,asia
chekcheran,ghowr,afghanistan,34.5225,65.2517,asia
bost,helmand,afghanistan,31.5892,64.3633,asia
deh shu,helmand,afghanistan,30.4344,63.3183,asia
hokumati baghran,helmand,afghanistan,33.0753,65.0864,asia
sangin,helmand,afghanistan,32.073,64.834,asia
ghorian,herat,afghanistan,34.3456,61.495,asia
herat,herat,afghanistan,34.347,62.198,asia
kafir qala,herat,afghanistan,34.667,61.067,asia
karukh,herat,afghanistan,34.479,62.587,asia
kuhestan,herat,afghanistan,34.654,61.198,asia
kushk,herat,afghanistan,33.296,61.953,asia
aqca,jowzjan,afghanistan,36.9114,66.1858,asia
qarqin,jowzjan,afghanistan,37.404,66.053,asia
shibarghan,jowzjan,afghanistan,36.667,65.754,asia
bagrami,kabol,afghanistan,34.494,69.275,asia
gowdarah,kabol,afghanistan,34.8197,69.0886,asia
kabul,kabol,afghanistan,34.517,69.183,asia
pagman,kabol,afghanistan,34.588,68.953,asia
qandahar,kandahar,afghanistan,31.613,65.709,asia
khowst,khowst,afghanistan,33.338,69.92,asia
asadabad,konar,afghanistan,34.873,71.146,asia
carikar,kondoz,afghanistan,35.014,69.171,asia
chichka,kondoz,afghanistan,37.0656,69.2933,asia
chugheh-ye sofla,kondoz,afghanistan,36.6825,69.1694,asia
kalayi-zal',kondoz,afghanistan,37.015,68.4672,asia
qunduz,kondoz,afghanistan,36.728,68.865,asia
mehtar lam,laghman,afghanistan,34.671,70.209,asia
baraki barak,lowgar,afghanistan,33.968,68.949,asia
acin,nangarhar,afghanistan,34.082,70.668,asia
bazarak,nangarhar,afghanistan,35.3133,69.5142,asia
jalalabad,nangarhar,afghanistan,34.426,70.451,asia
sherzad,nangarhar,afghanistan,34.2519,70.0069,asia
zaranj,nimruz,afghanistan,30.967,61.883,asia
poruns,nurestan,afghanistan,35.4208,70.9219,asia
tarinkot,oruzgan,afghanistan,32.6286,65.8775,asia
gardez,paktia,afghanistan,33.599,69.225,asia
katawaz,paktika,afghanistan,32.8472,68.4458,asia
orgun,paktika,afghanistan,32.901,69.153,asia
sharan,paktika,afghanistan,33.147,68.792,asia
aybak,samangan,afghanistan,36.265,68.017,asia
asya-ye bad,sar-e pol,afghanistan,36.2003,65.9389,asia
taloqan,takhar,afghanistan,36.734,69.54,asia
maydanshakhr,vardak,afghanistan,34.392,68.864,asia
kalat-i-ghilzai,zabol,afghanistan,32.1067,66.9106,asia
berat,berat,albania,40.706,19.952,europe
corovode,berat,albania,40.504,20.227,europe
kucove,berat,albania,40.8,19.917,europe
burrel,diber,albania,41.61,20.009,europe
peshkopi,diber,albania,41.685,20.429,europe
durres,durres,albania,41.323,19.441,europe
fushe-kruje,durres,albania,41.478,19.718,europe
kruje,durres,albania,41.509,19.793,europe
shijak,durres,albania,41.346,19.567,europe
cerrik,elbasan,albania,41.032,19.976,europe
elbasan,elbasan,albania,41.113,20.082,europe
gramsh,elbasan,albania,40.87,20.184,europe
librazhd,elbasan,albania,41.179,20.315,europe
fier,fier,albania,40.724,19.556,europe
lushnje,fier,albania,40.942,19.705,europe
patos,fier,albania,40.683,19.619,europe
gjirokaster,gjirokaster,albania,40.076,20.139,europe
permet,gjirokaster,albania,40.234,20.352,europe
tepelene,gjirokaster,albania,40.296,20.019,europe
erseke,korce,albania,40.338,20.679,europe
korce,korce,albania,40.619,20.781,europe
maliq,korce,albania,40.706,20.7,europe
pogradec,korce,albania,40.903,20.653,europe
bajram curri,kukes,albania,42.357,20.073,europe
kukes,kukes,albania,42.077,20.422,europe
lac,lezhe,albania,41.636,19.713,europe
lezhe,lezhe,albania,41.784,19.644,europe
rreshen,lezhe,albania,41.768,19.876,europe
puke,shkoder,albania,42.044,19.9,europe
shkoder,shkoder,albania,42.068,19.513,europe
kamze,tirane,albania,41.382,19.76,europe
kavaje,tirane,albania,41.186,19.557,europe
tirana,tirane,albania,41.328,19.819,europe
sarande,vlore,albania,39.876,20.005,europe
vlore,vlore,albania,40.467,19.49,europe
adrar,adrar,algeria,27.9,-0.283,africa
bordj mokhtar,adrar,algeria,21.3431,0.9264,africa
'ain defla,ain defla,algeria,36.2681,1.9675,africa
affreville,ain defla,algeria,36.2622,2.2181,africa
cherche,ain defla,algeria,36.605,2.1908,africa
djemdel,ain defla,algeria,36.2186,2.4108,africa
lamartine,ain defla,algeria,36.1128,1.5506,africa
lavarande,ain defla,algeria,36.2639,2.1608,africa
les attafs,ain defla,algeria,36.2247,1.6728,africa
sidi bou messabeh,ain defla,algeria,36.3167,2.2167,africa
teniet el haad,ain defla,algeria,35.8711,2.0281,africa
voltaire,ain defla,algeria,36.1569,2.4042,africa
3 marabouts,ain temouchent,algeria,35.305,-1.18,africa
aine temouchent,ain temouchent,algeria,35.295,-1.1375,africa
aine tholba,ain temouchent,algeria,35.2483,-1.2489,africa
chabet el leham,ain temouchent,algeria,35.34,-1.0981,africa
douar ahl bradai,ain temouchent,algeria,35.3667,-0.8167,africa
hammam bou hadjar,ain temouchent,algeria,35.3789,-0.9678,africa
rio salado,ain temouchent,algeria,35.3919,-1.0953,africa
tamzoura,ain temouchent,algeria,35.4106,-0.6561,africa
targa,ain temouchent,algeria,35.4183,-1.1756,africa
algiers,alger,algeria,36.763,3.051,africa
bab ezzouar,alger,algeria,36.717,3.183,africa
birkhadem,alger,algeria,36.713,3.062,africa
bordj el kiffan,alger,algeria,36.748,3.193,africa
rouiba,alger,algeria,36.739,3.285,africa
'ain el assel,annaba,algeria,36.7869,8.385,africa
'ain kerma,annaba,algeria,36.5833,8.2,africa
bekkaria,annaba,algeria,35.3753,8.2436,africa
belkheir,annaba,algeria,36.4658,7.4781,africa
berrahal,annaba,algeria,36.835,7.453,africa
bir el ater,annaba,algeria,34.7333,8.05,africa
bou hadjar,annaba,algeria,36.5,8.1,africa
bou khadra,annaba,algeria,35.7503,8.04,africa
cheria,annaba,algeria,35.2731,7.7519,africa
drean,annaba,algeria,36.684,7.746,africa
el hadjar,annaba,algeria,36.805,7.738,africa
el kouif,annaba,algeria,35.4961,8.3239,africa
gallieni,annaba,algeria,36.5908,7.3269,africa
guelma,annaba,algeria,36.4661,7.4339,africa
hammam m'bails,annaba,algeria,36.3236,7.6428,africa
lac des oiseaux,annaba,algeria,36.7775,8.1178,africa
le tarf,annaba,algeria,36.7686,8.3167,africa
merdess,annaba,algeria,36.6744,7.9764,africa
morsott,annaba,algeria,35.6678,8.0117,africa
nechmeya,annaba,algeria,36.6111,7.5125,africa
negrine,annaba,algeria,34.4833,7.5167,africa
oued cheham,annaba,algeria,36.3797,7.7628,africa
ouenza,annaba,algeria,35.9533,8.1292,africa
petit,annaba,algeria,36.4583,7.5139,africa
souk ahras,annaba,algeria,36.2864,7.9511,africa
ain touta,batna,algeria,35.3767,5.8961,africa
arris,batna,algeria,35.258,6.351,africa
barika,batna,algeria,35.39,5.377,africa
batna,batna,algeria,35.555,6.179,africa
berhoum,batna,algeria,35.6597,5.0356,africa
bouzina,batna,algeria,35.2797,6.1136,africa
el bania,batna,algeria,33.9333,4.9667,africa
fourhala,batna,algeria,34.7167,5.3167,africa
lioua,batna,algeria,34.6333,5.4167,africa
m'chouneche,batna,algeria,34.95,6.0,africa
m'raier,batna,algeria,33.95,5.9333,africa
magra,batna,algeria,35.5942,5.0706,africa
menaa,batna,algeria,35.1744,6.0069,africa
merouana,batna,algeria,35.629,5.912,africa
n'gaous,batna,algeria,35.555,5.6106,africa
ouled djellal,batna,algeria,34.4167,5.0667,africa
sidi khaled,batna,algeria,34.3833,5.0,africa
tazoult-lambese,batna,algeria,35.486,6.255,africa
abadla,bechar,algeria,31.0167,-2.7333,africa
bechar,bechar,algeria,31.6167,-2.2167,africa
beni ounif,bechar,algeria,32.0489,-1.2514,africa
kenadsa,bechar,algeria,31.5486,-2.4269,africa
marhouma,bechar,algeria,30.0167,-2.0833,africa
adekar kebouche,bejaia,algeria,36.6917,4.675,africa
akabli,bejaia,algeria,26.7,1.3667,africa
akourma,bejaia,algeria,36.4667,4.6333,africa
azerou ait chemini,bejaia,algeria,36.6,4.6167,africa
bou mellal,bejaia,algeria,36.6,4.6333,africa
camp inferieur,bejaia,algeria,36.75,5.0667,africa
el kseur,bejaia,algeria,36.6833,4.85,africa
irhil igrane,bejaia,algeria,36.6333,5.1167,africa
kerrata,bejaia,algeria,36.495,5.2808,africa
oulad amor,bejaia,algeria,36.45,5.1,africa
ouled aissa,bejaia,algeria,29.4167,-0.0833,africa
souk et tleta,bejaia,algeria,36.5667,4.9667,africa
tazmalt,bejaia,algeria,36.387,4.402,africa
tichi,bejaia,algeria,36.6667,5.1667,africa
tizi n' bechar,bejaia,algeria,36.4333,5.35,africa
tizi tifra,bejaia,algeria,36.6667,4.7,africa
toudja,bejaia,algeria,36.75,4.9,africa
biskra,biskra,algeria,34.85,5.733,africa
bouchegroun,biskra,algeria,34.7,5.4667,africa
djemmorah,biskra,algeria,35.0681,5.8375,africa
el outaia,biskra,algeria,35.0331,5.5978,africa
lichana,biskra,algeria,34.7167,5.4333,africa
sidi okba,biskra,algeria,34.75,5.9,africa
beni mered,blida,algeria,36.523,2.863,africa
blida,blida,algeria,36.469,2.829,africa
boufarik,blida,algeria,36.571,2.911,africa
bougara,blida,algeria,36.541,3.085,africa
chebli,blida,algeria,36.577,3.009,africa
chiffa,blida,algeria,36.462,2.742,africa
meftah,blida,algeria,36.619,3.225,africa
sidi moussa,blida,algeria,36.604,3.09,africa
souma,blida,algeria,36.518,2.905,africa
ain tassera,bordj bou arreridj,algeria,36.0333,4.9667,africa
bel imour,bordj bou arreridj,algeria,35.9811,4.8789,africa
bir kasdali,bordj bou arreridj,algeria,36.15,5.0333,africa
bordj bou arreridj,bordj bou arreridj,algeria,36.075,4.775,africa
bordj ghdir,bordj bou arreridj,algeria,35.9011,4.8981,africa
bordj zemoura,bordj bou arreridj,algeria,36.2694,4.8472,africa
boukton,bordj bou arreridj,algeria,36.2181,4.4867,africa
el ach,bordj bou arreridj,algeria,35.95,4.6833,africa
el achir,bordj bou arreridj,algeria,36.0667,4.6306,africa
krelil,bordj bou arreridj,algeria,36.1833,5.0167,africa
lecourbe,bordj bou arreridj,algeria,35.9758,4.7478,africa
mansourah,bordj bou arreridj,algeria,36.0775,4.4633,africa
mechta oulad ahmed,bordj bou arreridj,algeria,35.9833,4.1833,africa
medjana,bordj bou arreridj,algeria,36.1306,4.6672,africa
rabta,bordj bou arreridj,algeria,35.9167,4.75,africa
ras el oued,bordj bou arreridj,algeria,35.9461,5.0328,africa
sidi embareck,bordj bou arreridj,algeria,36.1014,4.9083,africa
tarmount,bordj bou arreridj,algeria,35.8208,4.2875,africa
tixter,bordj bou arreridj,algeria,36.05,5.0833,africa
'ain el hadjar,bouira,algeria,36.3389,3.8061,africa
bechloul,bouira,algeria,36.3167,4.0667,africa
bordj d'oued okris,bouira,algeria,36.0792,3.9744,africa
chorfa,bouira,algeria,36.369,4.337,africa
el esnam,bouira,algeria,36.3222,4.0103,africa
guerouma,bouira,algeria,36.4833,3.4333,africa
ouled rached,bouira,algeria,36.2139,4.1083,africa
sour el ghozlane,bouira,algeria,36.15,3.689,africa
beni amrane,boumerdes,algeria,36.667,3.583,africa
boudouaou,boumerdes,algeria,36.731,3.41,africa
boumerdas,boumerdes,algeria,36.767,3.477,africa
dellys,boumerdes,algeria,36.919,3.888,africa
isser,boumerdes,algeria,36.717,3.667,africa
thenia,boumerdes,algeria,36.728,3.554,africa
charouine,chlef,algeria,29.0167,-0.2667,africa
chlef,chlef,algeria,36.165,1.335,africa
d'hamnia,chlef,algeria,36.2764,1.5144,africa
ech chettia,chlef,algeria,36.196,1.258,africa
el maiz,chlef,algeria,28.35,-0.2167,africa
francis,chlef,algeria,36.5292,1.5675,africa
oued sly,chlef,algeria,36.101,1.202,africa
sidi akkacha,chlef,algeria,36.465,1.307,africa
ain el melouk,constantine,algeria,36.2733,6.1753,africa
aine abid,constantine,algeria,36.2319,6.9433,africa
azzaba,constantine,algeria,36.7394,7.1053,africa
benyahia abderrahmane,constantine,algeria,36.2333,6.0167,africa
chahana,constantine,algeria,36.6833,5.9667,africa
chateaudun de rhumel,constantine,algeria,36.1594,6.165,africa
constantine,constantine,algeria,36.365,6.615,africa
didouche mourad,constantine,algeria,36.453,6.636,africa
djema abd el aziz,constantine,algeria,36.85,6.05,africa
el ancer,constantine,algeria,36.8017,6.1608,africa
el arrouch,constantine,algeria,36.6531,6.8364,africa
el khroub,constantine,algeria,36.263,6.694,africa
el koubbiya,constantine,algeria,36.8667,6.9,africa
es sebt,constantine,algeria,36.6614,7.0753,africa
hamma bouziane,constantine,algeria,36.413,6.598,africa
ksar sbehi,constantine,algeria,36.0831,7.2581,africa
mechta dekhakhene,constantine,algeria,35.4789,7.5383,africa
oued athmenia,constantine,algeria,36.2494,6.2886,africa
oued zenati,constantine,algeria,36.3186,7.1672,africa
ouled seguin,constantine,algeria,36.1831,6.3872,africa
rouached,constantine,algeria,36.4547,6.0417,africa
saint-donat,constantine,algeria,36.1167,5.9833,africa
telergma,constantine,algeria,36.1153,6.3642,africa
ain feka,djelfa,algeria,35.4269,3.5772,africa
bouira sahari,djelfa,algeria,35.3506,3.3653,africa
charef,djelfa,algeria,34.621,2.8,africa
dar chioukh,djelfa,algeria,34.9,3.483,africa
djelfa,djelfa,algeria,34.667,3.25,africa
el idrissia,djelfa,algeria,34.449,2.532,africa
el oussera,djelfa,algeria,35.4514,2.9058,africa
hassi bahbah,djelfa,algeria,35.0664,3.0333,africa
messaad,djelfa,algeria,34.167,3.5,africa
moudjbara,djelfa,algeria,34.5167,3.4667,africa
bou-guetoub,el bayadh,algeria,34.0333,0.0833,africa
el abiodh sidi cheikh,el bayadh,algeria,32.883,0.567,africa
el bayadh,el bayadh,algeria,33.686,1.014,africa
mecheria,el bayadh,algeria,33.55,-0.2833,africa
naama,el bayadh,algeria,33.2667,-0.3167,africa
debila,el oued,algeria,33.517,6.95,africa
el oued,el oued,algeria,33.333,6.883,africa
mouiat ouennsa,el oued,algeria,33.2,6.7167,africa
reguiba,el oued,algeria,33.567,6.717,africa
robbah,el oued,algeria,33.267,6.917,africa
i-n-guezzam,ghardaia,algeria,19.5603,5.7725,africa
fort charlet,illizi,algeria,24.5525,9.4822,africa
i-n-amenas,illizi,algeria,28.05,9.55,africa
illizi,illizi,algeria,26.483,8.467,africa
catinat,jijel,algeria,36.7164,6.3394,africa
el milia,jijel,algeria,36.7547,6.2725,africa
jijel,jijel,algeria,36.8,5.767,africa
ziama mansouriah,jijel,algeria,36.6744,5.4825,africa
babar,khenchela,algeria,35.1631,7.1047,africa
bouhmama,khenchela,algeria,35.2869,6.7328,africa
edgar-ouinet,khenchela,algeria,35.4931,6.9306,africa
khenchela,khenchela,algeria,35.436,7.143,africa
tamza,khenchela,algeria,35.3094,6.8303,africa
'ain el bell,laghouat,algeria,34.35,3.2167,africa
aflou,laghouat,algeria,34.109,2.102,africa
auberge,laghouat,algeria,34.1333,3.0167,africa
bordj de gueltet sidi saad,laghouat,algeria,34.2972,1.9408,africa
ksar el hirane,laghouat,algeria,33.7833,3.15,africa
laghouat,laghouat,algeria,33.8,2.883,africa
tadjemout,laghouat,algeria,33.8667,2.5167,africa
'ain el melh,m'sila,algeria,34.85,4.1667,africa
el hamel,m'sila,algeria,35.1308,4.0858,africa
feidh el botma,m'sila,algeria,34.5,3.7667,africa
hammam,m'sila,algeria,35.9292,4.3792,africa
m'sila,m'sila,algeria,35.7058,4.5419,africa
mechta aouich,m'sila,algeria,35.6728,4.8656,africa
mechtet dialem,m'sila,algeria,35.6956,4.7731,africa
medjedel,m'sila,algeria,35.1511,3.685,africa
selamate,m'sila,algeria,35.6758,3.8822,africa
bou hanifia el hamamat,mascara,algeria,35.316,-0.047,africa
cacherou,mascara,algeria,35.33,0.3419,africa
el ghomri,mascara,algeria,35.6869,0.2086,africa
mascara,mascara,algeria,35.394,0.14,africa
mohammadia,mascara,algeria,35.5886,0.0686,africa
oued el abtal,mascara,algeria,35.455,0.686,africa
oued taria,mascara,algeria,35.1142,0.0889,africa
sidi abd el moumene,mascara,algeria,35.6544,0.0147,africa
sig,mascara,algeria,35.528,-0.195,africa
'ain boucif,medea,algeria,35.8919,3.1606,africa
beni slimane,medea,algeria,36.2347,3.3039,africa
berrouaghia,medea,algeria,36.1367,2.9131,africa
birin,medea,algeria,35.635,3.225,africa
borhari,medea,algeria,35.8856,2.7508,africa
boughzoul,medea,algeria,35.6969,2.8469,africa
bouskene,medea,algeria,36.1833,3.2333,africa
chabounia,medea,algeria,35.5447,2.6033,africa
challaba,medea,algeria,35.9403,3.42,africa
el arba,medea,algeria,35.55,2.3667,africa
el omaria,medea,algeria,36.2644,3.0342,africa
el ouerf,medea,algeria,35.4333,2.5,africa
ksar el hadj,medea,algeria,28.7,0.3333,africa
masqnerey,medea,algeria,36.1386,3.425,africa
mechtat ameur ben amier,medea,algeria,36.2242,3.4669,africa
medea,medea,algeria,36.268,2.75,africa
oulad brahim,medea,algeria,36.3667,3.7167,africa
oulad dahmane,medea,algeria,36.3639,3.4639,africa
ouled rabah,medea,algeria,36.2833,3.1333,africa
souagui,medea,algeria,36.1119,3.2369,africa
tablat,medea,algeria,36.4119,3.3128,africa
zoubiria,medea,algeria,36.0703,2.9036,africa
mila,mila,algeria,36.45,6.264,africa
bou guirat,mostaganem,algeria,35.7517,0.2494,africa
douar bouaichia,mostaganem,algeria,35.8606,0.3325,africa
fornaka,mostaganem,algeria,35.7417,-0.0222,africa
mostaganem,mostaganem,algeria,35.933,0.09,africa
picard,mostaganem,algeria,36.2544,0.5753,africa
sidi ali,mostaganem,algeria,36.101,0.42,africa
aine sefra,naama,algeria,32.75,-0.5833,africa
arzeu,oran,algeria,35.8517,-0.3214,africa
bir el djir,oran,algeria,35.72,-0.545,africa
bou tlelis,oran,algeria,35.57,-0.901,africa
damesme,oran,algeria,35.8131,-0.2806,africa
es senia,oran,algeria,35.651,-0.634,africa
mers el hadjad,oran,algeria,35.7953,-0.1653,africa
mers el kebir,oran,algeria,35.729,-0.706,africa
oran,oran,algeria,35.691,-0.642,africa
sainte leu,oran,algeria,35.8025,-0.2611,africa
sidi ech chahmi,oran,algeria,35.658,-0.52,africa
tourville,oran,algeria,35.8464,-0.3069,africa
ben nasseur,ouargla,algeria,33.1167,6.4333,africa
berrian,ouargla,algeria,32.8333,3.7667,africa
bordj zelfana,ouargla,algeria,32.4,4.2333,africa
bou noura,ouargla,algeria,32.4833,3.7167,africa
djamaa,ouargla,algeria,33.533,6.0,africa
el ateuf,ouargla,algeria,32.4667,3.75,africa
el hadjira,ouargla,algeria,32.616,5.508,africa
ghardaia,ouargla,algeria,32.4833,3.6667,africa
hassi messaoud,ouargla,algeria,31.702,6.054,africa
megarine,ouargla,algeria,33.2,6.1,africa
metlili,ouargla,algeria,32.2667,3.6333,africa
n'goussa,ouargla,algeria,32.1383,5.3086,africa
ouargla,ouargla,algeria,31.958,5.328,africa
oum ez zebed,ouargla,algeria,33.1333,6.35,africa
rouissat,ouargla,algeria,31.927,5.35,africa
sidi amrane,ouargla,algeria,33.5,6.017,africa
taibet,ouargla,algeria,33.0833,6.4,africa
tebesbest,ouargla,algeria,33.117,6.083,africa
touggourt,ouargla,algeria,33.1,6.067,africa
zaouiet kounta,ouargla,algeria,27.2167,-0.2,africa
zaouiet reggane,ouargla,algeria,26.7,0.1667,africa
ain beida,oum el bouaghi,algeria,35.7964,7.3928,africa
ain fakroun,oum el bouaghi,algeria,35.9764,6.8756,africa
ain m'lila,oum el bouaghi,algeria,36.0369,6.5758,africa
aine kercha,oum el bouaghi,algeria,35.9247,6.6953,africa
berriche,oum el bouaghi,algeria,35.9144,7.3767,africa
meskiana,oum el bouaghi,algeria,35.633,7.669,africa
oum el bouaghi,oum el bouaghi,algeria,35.878,7.114,africa
ammi moussa,relizane,algeria,35.868,1.108,africa
djidiouia,relizane,algeria,35.931,0.823,africa
douar oulad ben aissa,relizane,algeria,35.5836,0.9075,africa
mazouna,relizane,algeria,36.118,0.899,africa
oued rhiou,relizane,algeria,35.963,0.914,africa
relizane,relizane,algeria,35.743,0.559,africa
saida,saida,algeria,34.8333,0.15,africa
'ain arnat,setif,algeria,36.1836,5.3106,africa
'ain azel,setif,algeria,35.8217,5.5147,africa
ain oulmene,setif,algeria,35.9231,5.2933,africa
ain tagrout,setif,algeria,36.1333,5.0833,africa
aine abessa,setif,algeria,36.2994,5.2928,africa
aine roua,setif,algeria,36.3333,5.1833,africa
amoucha,setif,algeria,36.3833,5.4167,africa
arbaoun,setif,algeria,36.4628,5.6481,africa
belaa,setif,algeria,36.2,5.85,africa
beni fouda,setif,algeria,36.2861,5.6072,africa
bougaa,setif,algeria,36.3333,5.0833,africa
el eulma,setif,algeria,36.15,5.6833,africa
setif,setif,algeria,36.1914,5.4094,africa
bedeau,sidi bel abbes,algeria,34.5,-0.8167,africa
mercier-lacombe,sidi bel abbes,algeria,35.2344,-0.2408,africa
prudhon,sidi bel abbes,algeria,35.2572,-0.5656,africa
sidi bel abbes,sidi bel abbes,algeria,35.1939,-0.6414,africa
sidi lhassene,sidi bel abbes,algeria,35.1703,-0.6964,africa
telarh,sidi bel abbes,algeria,34.7878,-0.5706,africa
ain kechera,skikda,algeria,36.7486,6.4353,africa
kerkera,skikda,algeria,36.929,6.586,africa
tamalous,skikda,algeria,36.836,6.641,africa
abalessa,tamanghasset,algeria,22.8883,4.8422,africa
arrem-i-n-amgel,tamanghasset,algeria,23.6936,5.1647,africa
tamanrasset,tamanghasset,algeria,22.785,5.523,africa
theveste,tebessa,algeria,35.4042,8.1242,africa
el golea,tiaret,algeria,30.5667,2.8833,africa
frenda,tiaret,algeria,35.062,1.042,africa
ksar chellala,tiaret,algeria,35.212,2.319,africa
mecheraa asfa,tiaret,algeria,35.3831,1.0503,africa
medrissa,tiaret,algeria,34.9,1.25,africa
mehdia,tiaret,algeria,35.431,1.756,africa
sougueur,tiaret,algeria,35.191,1.498,africa
souk el had,tiaret,algeria,35.4922,2.1825,africa
takhemaret,tiaret,algeria,35.1078,0.6825,africa
tiaret,tiaret,algeria,35.376,1.313,africa
tindouf,tindouf,algeria,27.674,-8.148,africa
cheraga,tipaza,algeria,36.4,1.817,africa
douera,tipaza,algeria,36.67,2.944,africa
hadjout,tipaza,algeria,36.514,2.418,africa
kolea,tipaza,algeria,36.639,2.773,africa
oued el alleug,tipaza,algeria,36.555,2.79,africa
sidi ghiles,tipaza,algeria,36.5811,2.1214,africa
tipasa,tipaza,algeria,36.59,2.448,africa
zaouia sidi abd el kader,tipaza,algeria,27.6,-0.3,africa
bordj chahid bounaama,tissemsilt,algeria,35.8517,1.6181,africa
metameur 'ain el rhorab,tissemsilt,algeria,35.7525,2.3064,africa
tissemsilt,tissemsilt,algeria,35.608,1.811,africa
arhribs,tizi ouzou,algeria,36.802,4.324,africa
azazga,tizi ouzou,algeria,36.745,4.372,africa
beni douala,tizi ouzou,algeria,36.622,4.088,africa
boghni,tizi ouzou,algeria,36.542,3.953,africa
boudjima,tizi ouzou,algeria,36.817,4.15,africa
freha,tizi ouzou,algeria,36.758,4.317,africa
mekla,tizi ouzou,algeria,36.687,4.267,africa
tigzirt,tizi ouzou,algeria,36.894,4.123,africa
timizart,tizi ouzou,algeria,36.8,4.267,africa
timoktene,tizi ouzou,algeria,27.0167,1.0167,africa
tirmitine,tizi ouzou,algeria,36.658,3.986,africa
tizi ouzou,tizi ouzou,algeria,36.717,4.05,africa
tizi rached,tizi ouzou,algeria,36.683,4.2,africa
tizi-n-tleta,tizi ouzou,algeria,36.55,4.05,africa
beni mester,tlemcen,algeria,34.871,-1.425,africa
beni saf,tlemcen,algeria,35.3036,-1.3808,africa
bensekrane,tlemcen,algeria,35.067,-1.217,africa
chetouane,tlemcen,algeria,34.921,-1.291,africa
hennaya,tlemcen,algeria,34.951,-1.368,africa
i-n-salah,tlemcen,algeria,27.2167,2.4667,africa
nedroma,tlemcen,algeria,35.0,-1.733,africa
ouled mimoun,tlemcen,algeria,34.903,-1.036,africa
remchi,tlemcen,algeria,35.061,-1.426,africa
sebdou,tlemcen,algeria,34.643,-1.333,africa
tlemcen,tlemcen,algeria,34.878,-1.315,africa
andorra la vella,andorra la vella,andorra,42.5,1.517,europe
canillo,canillo,andorra,42.567,1.6,europe
encamp,encamp,andorra,42.533,1.583,europe
les escaldes,escaldes-engordany,andorra,42.5,1.533,europe
la massana,la massana,andorra,42.55,1.517,europe
ordino,ordino,andorra,42.55,1.533,europe
sant julia de loria,sant julia de loria,andorra,42.467,1.5,europe
ambris,bengo,angola,-7.85,13.1167,africa
caxito,bengo,angola,-8.58,13.664,africa
dande,bengo,angola,-8.4667,13.3667,africa
gandange,bengo,angola,-9.7,14.4167,africa
lucala,bengo,angola,-9.6333,14.0667,africa
nabuangongo,bengo,angola,-8.0167,14.2,africa
baia farta,benguela,angola,-12.5997,13.2047,africa
balombo,benguela,angola,-12.35,14.7667,africa
benguela,benguela,angola,-12.578,13.407,africa
calacula,benguela,angola,-12.9,14.0833,africa
catumbela,benguela,angola,-12.431,13.547,africa
chongoroi,benguela,angola,-13.5667,13.95,africa
lobito,benguela,angola,-12.32,13.6,africa
mariano machado,benguela,angola,-13.0167,14.6333,africa
peembe,benguela,angola,-12.4667,14.1667,africa
vila do cubal,benguela,angola,-13.0333,14.25,africa
andulo,bie,angola,-11.4833,15.8333,africa
camacupa,bie,angola,-12.017,17.483,africa
catabola,bie,angola,-12.15,17.283,africa
chilonda,bie,angola,-11.3167,16.2,africa
chingwari,bie,angola,-12.55,16.3333,africa
chitembo,bie,angola,-13.5167,16.7667,africa
coemba,bie,angola,-12.15,18.0833,africa
kuito,bie,angola,-12.383,16.933,africa
vila macedo de cavaleiros,bie,angola,-11.4833,16.7,africa
vouga gare,bie,angola,-12.2333,16.7833,africa
buco zau,cabinda,angola,-4.7667,12.55,africa
cabinda,cabinda,angola,-5.55,12.2,africa
guilherme capelo,cabinda,angola,-5.2333,12.1333,africa
cuito cuanavale,cuando cubango,angola,-15.1667,19.1833,africa
kuchi,cuando cubango,angola,-14.65,16.9,africa
menongue,cuando cubango,angola,-14.667,17.7,africa
bula atumba,cuanza norte,angola,-8.6667,14.8,africa
caculo cabaca,cuanza norte,angola,-8.7333,15.1667,africa
camabatela,cuanza norte,angola,-8.183,15.367,africa
cambambe,cuanza norte,angola,-9.75,14.5,africa
caringa,cuanza norte,angola,-9.3,14.95,africa
fazenda catome,cuanza norte,angola,-9.3,14.9167,africa
golungo alto,cuanza norte,angola,-9.1333,14.7667,africa
luanda,cuanza norte,angola,-8.838,13.234,africa
ombuanginge,cuanza norte,angola,-9.1,15.55,africa
